timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1680191139589,7463,HTTP Request,200,OK,basic_user 1-32,text,true,,123644,119,100,100,https://www.w3schools.com/,1316,0,205
1680191139945,7615,HTTP Request,200,OK,basic_user 1-56,text,true,,123644,119,99,99,https://www.w3schools.com/,3252,0,1862
1680191139136,8993,HTTP Request,200,OK,basic_user 1-16,text,true,,123644,119,98,98,https://www.w3schools.com/,3363,0,611
1680191139074,9379,HTTP Request,200,OK,basic_user 1-13,text,true,,123644,119,97,97,https://www.w3schools.com/,1391,0,696
1680191139353,9226,HTTP Request,200,OK,basic_user 1-26,text,true,,123644,119,96,96,https://www.w3schools.com/,964,0,438
1680191139599,9468,HTTP Request,200,OK,basic_user 1-38,text,true,,123644,119,95,95,https://www.w3schools.com/,1579,0,192
1680191139853,10478,HTTP Request,200,OK,basic_user 1-45,text,true,,123644,119,94,94,https://www.w3schools.com/,1820,0,1131
1680191140575,10081,HTTP Request,200,OK,basic_user 1-87,text,true,,123644,119,93,93,https://www.w3schools.com/,2281,0,1276
1680191140515,10312,HTTP Request,200,OK,basic_user 1-84,text,true,,123644,119,92,92,https://www.w3schools.com/,2033,0,1165
1680191138973,11997,HTTP Request,200,OK,basic_user 1-1,text,true,,123644,119,91,91,https://www.w3schools.com/,4023,0,2886
1680191139019,12697,HTTP Request,200,OK,basic_user 1-10,text,true,,123644,119,90,90,https://www.w3schools.com/,2882,0,727
1680191139599,12408,HTTP Request,200,OK,basic_user 1-39,text,true,,123644,119,89,89,https://www.w3schools.com/,1620,0,228
1680191139896,12124,HTTP Request,200,OK,basic_user 1-52,text,true,,123644,119,88,88,https://www.w3schools.com/,2260,0,1295
1680191140028,12700,HTTP Request,200,OK,basic_user 1-60,text,true,,123644,119,87,87,https://www.w3schools.com/,2197,0,1177
1680191140394,12574,HTTP Request,200,OK,basic_user 1-78,text,true,,123644,119,86,86,https://www.w3schools.com/,1930,0,292
1680191139592,13426,HTTP Request,200,OK,basic_user 1-34,text,true,,123644,119,85,85,https://www.w3schools.com/,1169,0,210
1680191139864,13194,HTTP Request,200,OK,basic_user 1-50,text,true,,123644,119,84,84,https://www.w3schools.com/,3155,0,1623
1680191140413,12985,HTTP Request,200,OK,basic_user 1-79,text,true,,123644,119,83,83,https://www.w3schools.com/,5175,0,3625
1680191140130,13271,HTTP Request,200,OK,basic_user 1-65,text,true,,123644,119,82,82,https://www.w3schools.com/,6477,0,5672
1680191138997,14497,HTTP Request,200,OK,basic_user 1-9,text,true,,123644,119,81,81,https://www.w3schools.com/,6827,0,750
1680191139596,14196,HTTP Request,200,OK,basic_user 1-36,text,true,,123644,119,80,80,https://www.w3schools.com/,2086,0,215
1680191139969,13889,HTTP Request,200,OK,basic_user 1-57,text,true,,123644,119,79,79,https://www.w3schools.com/,4317,0,3762
1680191139036,15058,HTTP Request,200,OK,basic_user 1-11,text,true,,123644,119,78,78,https://www.w3schools.com/,837,0,709
1680191138978,15231,HTTP Request,200,OK,basic_user 1-8,text,true,,123644,119,77,77,https://www.w3schools.com/,7911,0,767
